CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	DUTCH_FREQUENCY	DUTCH_CD	DUTCH_SUBTITLE_FREQUENCY	DUTCH_FREQUENCY_LOG	DUTCH_SUBTITLE_CD	DUTCH_CD_LOG	LINE_IN_SOURCE
200	SAME	zelfde	1004	730	22.9594	3.0022	9.0458	2.8639	2520
2001	PAINTING	tekenen	2085	1421	47.6796	3.3193	17.6084	3.1529	1424
2009	DOG	hond	7375	2330	168.6508	3.8678	28.8724	3.3675	543
2017	MIX	mixen	64	59	1.4635	1.8129	0.7311	1.7782	18394
203	MARRY	trouwen	6571	2233	150.2650	3.8177	27.6704	3.3491	583
2030	DRAG	slepen	391	355	8.9413	2.5933	4.3990	2.5514	5160
2058	STOOL	kruk	112	84	2.5612	2.0531	1.0409	1.9294	12608
2070	COMB (VERB)	kammen	115	100	2.6298	2.0645	1.2392	2.0043	12375
2077	DILIGENT	ijverig	57	55	1.3035	1.7634	0.6815	1.7482	19852
209	RARE	zeldzaam	438	387	10.0161	2.6425	4.7955	2.5888	4713
2090	MY	mijn	192935	7922	4412.0181	5.2854	98.1660	3.8989	35
2099	CHILD	kind	14575	4637	333.2996	4.1636	57.4597	3.6663	316
2108	RAINING OR RAIN	regenen	347	278	7.9352	2.5416	3.4449	2.4456	5613
2112	OLD (AGED)	bejaard	24	21	0.5488	1.3979	0.2602	1.3424	34397
2113	OLD (USED)	tweedehands	158	136	3.6131	2.2014	1.6853	2.1367	9977
2148	PICK	plukken	284	225	6.4945	2.4548	2.7881	2.3541	6507
2151	COARSE	grof	520	443	11.8913	2.7168	5.4895	2.6474	4167
2157	FINE OR THIN	ijl	20	19	0.4574	1.3222	0.2354	1.3010	38181
220	INTACT	heel	45425	7455	1038.7743	4.6573	92.3792	3.8725	129
221	FIRE	vuur	4398	2148	100.5730	3.6434	26.6171	3.3322	790
2235	CLEAN (SOMETHING)	lappen	169	144	3.8647	2.2304	1.7844	2.1614	9498
2246	BELL	bel	13629	4790	311.6666	4.1345	59.3556	3.6804	341
2253	DRIP (EMIT LIQUID)	druppelen	29	25	0.6632	1.4771	0.3098	1.4150	30596
227	FISH	vis	2190	1095	50.0807	3.3406	13.5688	3.0398	1363
2277	WHOLE	totaal	2128	1573	48.6629	3.3282	19.4919	3.1970	1393
228	CARVE	uitsnijden	37	28	0.8461	1.5798	0.3470	1.4624	25986
2292	GLASSES	bril	1071	682	24.4915	3.0302	8.4511	2.8344	2396
230	SWEEP	vegen	264	235	6.0371	2.4232	2.9120	2.3729	6894
2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	bol	429	273	9.8103	2.6335	3.3829	2.4378	4801
2308	THIN	dun	398	324	9.1014	2.6010	4.0149	2.5119	5096
231	SHAVE	scheren	448	355	10.2448	2.6522	4.3990	2.5514	4651
2316	FREE	vrij	10185	4743	232.9096	4.0080	58.7732	3.6761	424
2329	LACK (NOT HAVE)	barsten	284	254	6.4945	2.4548	3.1475	2.4065	6516
2334	MELT	smelten	253	197	5.7856	2.4048	2.4411	2.2967	7144
2340	SUNNY	zonnig	130	117	2.9728	2.1173	1.4498	2.0719	11338
2366	ONION	ui	102	84	2.3325	2.0128	1.0409	1.9294	13424
239	FLOWER	bloem	590	370	13.4921	2.7716	4.5849	2.5694	3788
2396	KNOCK	kloppen	1023	875	23.3939	3.0103	10.8426	2.9425	2494
2409	BROWN	bruin	598	477	13.6750	2.7774	5.9108	2.6794	3750
2410	GOOD-LOOKING	fraai	280	239	6.4030	2.4487	2.9616	2.3802	6597
2427	FUTURE	toekomst	4524	2434	103.4544	3.6556	30.1611	3.3865	767
243	FRESH	vers	781	655	17.8598	2.8932	8.1165	2.8169	3050
244	LEFT	links	2998	1709	68.5580	3.4770	21.1772	3.2330	1060
2440	PINEAPPLE	ananas	110	68	2.5155	2.0453	0.8426	1.8388	12798
2449	FAT (OF MEAT AND FOOD)	vettig	39	36	0.8918	1.6021	0.4461	1.5682	25108
245	BROOM	bezem	166	119	3.7961	2.2227	1.4746	2.0792	9654
2451	FOURTEEN	veertien	605	448	13.8351	2.7825	5.5514	2.6522	3709
2452	PURPLE	sierlijk	32	32	0.7318	1.5185	0.3965	1.5185	28490
2453	SEVENTEEN	zeventien	398	299	9.1014	2.6010	3.7051	2.4771	5089
2454	SIXTEEN	zestien	589	455	13.4692	2.7709	5.6382	2.6590	3789
2458	PERSPIRE OR SWEAT	zweten	245	221	5.6026	2.3909	2.7385	2.3464	7284
2470	DEAR	lief	4983	2830	113.9507	3.6976	35.0682	3.4519	703
2483	COLD (OF WEATHER)	koel	383	333	8.7584	2.5843	4.1264	2.5237	5230
249	FOG	mist	1994	1435	45.5986	3.2999	17.7819	3.1572	1476
2493	BOIL	koken	1478	999	33.7988	3.1700	12.3792	3.0000	1845
2504	DIFFERENT	verschillend	341	304	7.7980	2.5340	3.7670	2.4843	5673
2506	LOOSE	los	8081	4109	184.7955	3.9075	50.9170	3.6138	502
2507	DISGUSTING	walgelijk	1092	841	24.9717	3.0386	10.4213	2.9253	2361
251	SHARPEN (SOMETHING)	slijpen	44	35	1.0062	1.6532	0.4337	1.5563	23331
2530	SMART	slim	4878	2936	111.5496	3.6883	36.3817	3.4679	717
2531	BROAD	breed	272	219	6.2201	2.4362	2.7138	2.3424	6754
2548	BARREL	ton	600	391	13.7207	2.7789	4.8451	2.5933	3740
256	FOOD	pizza	1066	589	24.3772	3.0282	7.2986	2.7709	2401
2578	PENCIL	potlood	238	175	5.4426	2.3784	2.1685	2.2455	7437
2579	TOOTHBRUSH	tandenborstel	182	141	4.1620	2.2625	1.7472	2.1523	9023
258	CALM	kalm	3036	1866	69.4269	3.4824	23.1227	3.2711	1049
2580	HELICOPTER	helicopter	78	47	1.7837	1.8976	0.5824	1.6812	16101
26	UNPLEASANT	onaangenaam	172	159	3.9333	2.2380	1.9703	2.2041	9375
2623	FLAG	vlag	778	448	17.7912	2.8915	5.5514	2.6522	3058
2627	ORANGE (FRUIT)	sinaasappel	77	61	1.7608	1.8921	0.7559	1.7924	16190
2638	FISHING	vissen	1761	1005	40.2704	3.2460	12.4535	3.0026	1616
2717	STEEP	steil	77	67	1.7608	1.8921	0.8302	1.8325	16185
275	PEEL	schillen	81	74	1.8523	1.9138	0.9170	1.8751	15619
2755	BUSY	bezig	8589	4477	196.4124	3.9340	55.4771	3.6511	481
2758	CAREFUL	voorzichtig	6428	3764	146.9949	3.8081	46.6419	3.5758	591
2766	WATERMELON	watermeloen	75	50	1.7151	1.8808	0.6196	1.7076	16436
2783	SCALES (MEASURE INSTRUMENT)	weegschaal	80	66	1.8294	1.9085	0.8178	1.8261	15732
2805	BIRTH (ACCOUCHEMENT)	geboren	3737	2339	85.4573	3.5726	28.9839	3.3692	900
2821	JEALOUS	jaloers	1876	1269	42.9002	3.2735	15.7249	3.1038	1551
2871	SWING (MOVEMENT)	schommelen	37	36	0.8461	1.5798	0.4461	1.5682	26035
2875	RING (MAKE SOUND)	aanbellen	39	37	0.8918	1.6021	0.4585	1.5798	25485
2902	BRAWL (FIGHT)	vechten	5526	2472	126.3680	3.7425	30.6320	3.3932	651
2905	KNIT	breien	86	72	1.9666	1.9395	0.8922	1.8633	15081
2924	A LITTLE	gering	42	41	0.9605	1.6335	0.5081	1.6232	24203
2940	GATE	hek	996	615	22.7764	2.9987	7.6208	2.7896	2538
297	CROOKED	krom	124	94	2.8356	2.0969	1.1648	1.9777	11744
2997	COLORFUL	bont	188	163	4.2992	2.2765	2.0198	2.2148	8834
2998	DAMP	vochtig	142	132	3.2472	2.1553	1.6357	2.1239	10700
3	BRAVE	dapper	942	703	21.5416	2.9745	8.7113	2.8476	2653
3002	PRECIOUS	kostelijk	46	44	1.0519	1.6721	0.5452	1.6532	22806
3004	FORMER	voormalig	242	207	5.5340	2.3856	2.5651	2.3181	7359
3005	FAMILIAR	vertrouwd	342	308	7.8208	2.5353	3.8166	2.4900	5659
3053	TIGHT	spannend	908	756	20.7641	2.9586	9.3680	2.8791	2722
3075	SLANTED	schuin	43	40	0.9833	1.6435	0.4957	1.6128	23692
3078	IRRIGATE	begieten	3	2	0.0686	0.6021	0.0248	0.4771	109277
3083	BALLOON	ballon	231	139	5.2825	2.3655	1.7224	2.1461	7610
3084	BLACKBOARD	schoolbord	33	26	0.7546	1.5315	0.3222	1.4314	27963
3085	CARROT	wortel	267	188	6.1057	2.4281	2.3296	2.2765	6827
3086	COMPUTER	computer	2094	1067	47.8854	3.3212	13.2218	3.0286	1417
3087	PACIFIER	speen	16	10	0.3659	1.2304	0.1239	1.0414	43036
3088	ENVELOPE	envelop	274	192	6.2658	2.4393	2.3792	2.2856	6714
3089	GIRAFFE	giraf	31	25	0.7089	1.5051	0.3098	1.4150	29295
3090	GUITAR	gitaar	501	238	11.4568	2.7007	2.9492	2.3784	4300
3091	LEMON	citroen	228	176	5.2139	2.3598	2.1809	2.2480	7676
3092	LIGHTER	aansteker	252	190	5.7627	2.4031	2.3544	2.2810	7181
3093	LIPSTICK	lippenstift	283	217	6.4716	2.4533	2.6890	2.3385	6524
3094	PAINTBRUSH	kwast	75	65	1.7151	1.8808	0.8055	1.8195	16523
3095	POSTMAN	postbode	275	169	6.2887	2.4409	2.0942	2.2304	6687
3096	RACKET	tennisracket	9	9	0.2058	1.0000	0.1115	1.0000	59005
3097	SEWING MACHINE	naaimachine	17	16	0.3888	1.2553	0.1983	1.2304	41874
3098	SNOWMAN	sneeuwpop	47	24	1.0748	1.6812	0.2974	1.3979	22418
3099	SOFA	bank	4019	1775	91.9061	3.6042	21.9950	3.2494	856
31	PAN	koekenpan	27	22	0.6174	1.4472	0.2726	1.3617	31777
3100	SUNGLASSES	zonnebril	214	167	4.8937	2.3324	2.0694	2.2253	8043
3101	SWING	schommel	69	48	1.5779	1.8451	0.5948	1.6902	17452
3102	TANK	tank	842	445	19.2548	2.9258	5.5143	2.6493	2873
3103	TENNIS BALL	tennisbal	17	16	0.3888	1.2553	0.1983	1.2304	41460
3104	THERMOMETER	thermometer	57	48	1.3035	1.7634	0.5948	1.6902	19758
3105	UMBRELLA	paraplu	150	116	3.4302	2.1790	1.4374	2.0682	10311
3106	WARDROBE	kast	1314	954	30.0484	3.1189	11.8216	2.9800	2020
3107	WHISTLE (INSTRUMENT)	fluitje	164	140	3.7503	2.2175	1.7348	2.1492	9734
3108	BOX (SOMEBODY OR SOMETHING)	boksen	504	166	11.5254	2.7033	2.0570	2.2227	4290
3110	CLAP	klappen	559	439	12.7832	2.7482	5.4399	2.6435	3942
3111	CONDUCT	dirigeren	18	15	0.4116	1.2788	0.1859	1.2041	40900
3112	ERUPT	uitbarsten	45	33	1.0291	1.6628	0.4089	1.5315	22985
3113	FILE (SOMETHING)	vijlen	5	5	0.1143	0.7782	0.0620	0.7782	78370
3114	GRATE (SOMETHING)	raspen	3	3	0.0686	0.6021	0.0372	0.6021	100765
3117	HITCHHIKE	liften	295	235	6.7460	2.4713	2.9120	2.3729	6311
3118	IRON (CLOTHES)	strijken	201	170	4.5964	2.3054	2.1066	2.2330	8385
3119	MASSAGE (SOMEBODY)	masseren	139	110	3.1786	2.1461	1.3631	2.0453	10864
3120	MOP (SOMETHING)	dweilen	52	46	1.1891	1.7243	0.5700	1.6721	21088
3121	OPERATE (MEDICINE)	opereren	367	290	8.3925	2.5658	3.5936	2.4639	5398
3122	PAINT (SOMETHING)	verven	194	151	4.4364	2.2900	1.8711	2.1818	8591
3123	PHOTOGRAPH (SOMETHING)	fotograferen	206	157	4.7108	2.3160	1.9455	2.1987	8263
3124	PLAY (INSTRUMENT)	spelen	10835	4269	247.7737	4.0349	52.8996	3.6304	400
3125	PLAY (GAME)	golfen	235	144	5.3740	2.3729	1.7844	2.1614	7512
3126	POST (SOMETHING)	posten	188	158	4.2992	2.2765	1.9579	2.2014	8822
3127	RAKE (SOMETHING)	harken	32	27	0.7318	1.5185	0.3346	1.4472	28728
3128	SHOWER (ACTION)	douchen	697	528	15.9389	2.8439	6.5428	2.7235	3351
3129	SKATE	rolschaatsen	56	49	1.2806	1.7559	0.6072	1.6990	20007
3130	SPILL (SOMETHING)	morsen	58	55	1.3263	1.7709	0.6815	1.7482	19599
3131	SUNBATHE	zonnen	113	83	2.5841	2.0569	1.0285	1.9243	12494
3132	SURF	surfen	223	108	5.0995	2.3502	1.3383	2.0374	7786
3133	TALK (PHONE)	bellen	10004	4208	228.7705	4.0002	52.1437	3.6242	430
3134	TYPE (ON SOMETHING)	typen	130	107	2.9728	2.1173	1.3259	2.0334	11350
3135	VACUUM (SOMETHING)	stofzuigen	43	36	0.9833	1.6435	0.4461	1.5682	23675
3138	STRAWBERRY	aardbei	68	44	1.5550	1.8388	0.5452	1.6532	17708
319	LICK	likken	328	274	7.5007	2.5172	3.3953	2.4393	5851
3230	DECEIVE	bedriegen	430	366	9.8332	2.6345	4.5353	2.5647	4790
3231	DEITY	god	24547	5403	561.3383	4.3900	66.9517	3.7327	211
3235	OPEN (STATE)	open	14765	5626	337.6445	4.1693	69.7150	3.7503	313
3306	NAIL	slaan	4133	2580	94.5130	3.6164	31.9703	3.4118	833
3328	ORANGE (COLOR)	oranje	420	279	9.6045	2.6243	3.4572	2.4472	4877
34	STAIRS	trap	2286	1574	52.2760	3.3593	19.5043	3.1973	1309
3405	RULER	liniaal	24	19	0.5488	1.3979	0.2354	1.3010	34075
3446	PINK	roze	835	545	19.0947	2.9222	6.7534	2.7372	2899
3473	LONG (FOR SOMETHING)	verlangen	685	526	15.6645	2.8363	6.5180	2.7218	3383
3474	BE THIRSTY	dorsten	13	9	0.2973	1.1461	0.1115	1.0000	49656
3475	SUFFICE	genoegen	1822	1364	41.6653	3.2608	16.9021	3.1351	1584
3534	BEG	bedelen	128	111	2.9271	2.1106	1.3755	2.0492	11517
3545	WATERY	waterig	14	13	0.3202	1.1761	0.1611	1.1461	46099
356	SHEARS	schaar	278	189	6.3573	2.4456	2.3420	2.2788	6625
3604	LIGHT BLUE	lichtblauw	11	11	0.2515	1.0792	0.1363	1.0792	53991
3620	SLEEPY	slaperig	130	116	2.9728	2.1173	1.4374	2.0682	11354
3625	HEADACHE	hoofdpijn	767	566	17.5397	2.8854	7.0136	2.7536	3095
363	DWELL (LIVE, RESIDE)	wonen	4706	2733	107.6163	3.6727	33.8662	3.4368	739
3634	STUBBORN	koppig	470	393	10.7479	2.6730	4.8699	2.5955	4510
367	RIDE	paardrijden	156	125	3.5674	2.1959	1.5489	2.1004	10060
3675	ZEBRA	zebra	134	49	3.0643	2.1303	0.6072	1.6990	11112
3701	HOLLOW	hol	474	361	10.8394	2.6767	4.4734	2.5587	4486
3702	SLIPPERY	glad	350	308	8.0038	2.5453	3.8166	2.4900	5582
3703	STICKY	kleverig	37	35	0.8461	1.5798	0.4337	1.5563	26172
3707	BEIGE	beige	74	56	1.6922	1.8751	0.6939	1.7559	16716
3710	CLEAR (TO SEE)	duidelijk	7470	4162	170.8232	3.8734	51.5737	3.6194	538
372	POINTED	spits	91	77	2.0810	1.9638	0.9542	1.8921	14498
3744	INTERPRETER	tolk	140	93	3.2015	2.1492	1.1524	1.9731	10801
3750	KHAKI	kaki	15	12	0.3430	1.2041	0.1487	1.1139	45279
3751	BRIGHT YELLOW	knalgeel	2	2	0.0457	0.4771	0.0248	0.4771	116038
3752	LILAC	lila	222	47	5.0767	2.3483	0.5824	1.6812	7817
3753	MAGENTA	magenta	23	10	0.5260	1.3802	0.1239	1.0414	34947
3754	TRANSPARENT	doorzichtig	81	77	1.8523	1.9138	0.9542	1.8921	15689
3755	MOUNTAINOUS	bergachtig	5	4	0.1143	0.7782	0.0496	0.6990	84846
3756	FLORAL	gebloemd	3	2	0.0686	0.6021	0.0248	0.4771	106593
3757	MUGGY	benauwd	118	105	2.6984	2.0755	1.3011	2.0253	12184
3758	WINDY	winderig	50	42	1.1434	1.7076	0.5204	1.6335	21447
3759	FOGGY	mistig	56	49	1.2806	1.7559	0.6072	1.6990	20044
376	FRAGRANT	geurig	10	10	0.2287	1.0414	0.1239	1.0414	57397
3761	EMOTIONAL	emotioneel	509	426	11.6398	2.7076	5.2788	2.6304	4249
3762	SAFE	veilig	7649	3824	174.9166	3.8837	47.3854	3.5826	523
377	LOUD	luid	397	342	9.0786	2.5999	4.2379	2.5353	5099
378	PINCH	knijpen	267	229	6.1057	2.4281	2.8377	2.3617	6845
379	BLUNT	stomp	102	88	2.3325	2.0128	1.0905	1.9494	13436
418	FOR A LONG TIME	lang	26100	7212	596.8522	4.4167	89.3680	3.8581	199
45	EVIL	kwaad	6902	3620	157.8342	3.8390	44.8575	3.5588	568
474	DRESS	jurk	2438	1248	55.7519	3.3872	15.4647	3.0966	1241
487	SHY	verlegen	869	697	19.8722	2.9395	8.6369	2.8439	2815
492	THREE	drie	23036	6444	526.7849	4.3624	79.8513	3.8092	221
493	FIVE	vijf	12313	4905	281.5724	4.0904	60.7807	3.6907	362
496	CUCUMBER	komkommer	58	42	1.3263	1.7709	0.5204	1.6335	19625
500	CRUEL	wreed	664	539	15.1843	2.8228	6.6791	2.7324	3474
503	FROG	kikker	360	229	8.2324	2.5575	2.8377	2.3617	5470
504	LEARN	leren	9237	4378	211.2308	3.9656	54.2503	3.6414	452
505	PARENTS	ouders	7548	3105	172.6069	3.8779	38.4758	3.4922	532
509	CERTAIN	zeker	37384	7541	854.8935	4.5727	93.4449	3.8775	146
522	WOLF	wolf	886	321	20.2610	2.9479	3.9777	2.5079	2767
537	TURBID	troebel	33	27	0.7546	1.5315	0.3346	1.4472	27908
539	NEST	nest	493	334	11.2739	2.6937	4.1388	2.5250	4338
544	SPICY	kruidig	11	9	0.2515	1.0792	0.1115	1.0000	54057
55	WHISPER	fluisteren	194	173	4.4364	2.2900	2.1437	2.2405	8610
571	STING	steken	1567	1273	35.8340	3.1953	15.7745	3.1052	1761
578	KISS	zoenen	644	450	14.7269	2.8096	5.5762	2.6542	3557
584	DIFFICULT	moeilijk	9061	4721	207.2060	3.9572	58.5006	3.6741	459
585	BOOT	laars	183	129	4.1848	2.2648	1.5985	2.1139	8999
587	ANT	mier	111	53	2.5383	2.0492	0.6568	1.7324	12685
588	BROKEN	kapot	3643	2386	83.3078	3.5616	29.5663	3.3779	916
589	CLOSED	gesloten	2288	1661	52.3218	3.3596	20.5824	3.2206	1308
590	NAKED	naakt	1336	884	30.5515	3.1261	10.9542	2.9469	1991
592	PISS	plassen	760	559	17.3796	2.8814	6.9269	2.7482	3116
600	STRANGE	raar	3712	2307	84.8856	3.5697	28.5874	3.3632	904
604	GLASS	glas	2499	1672	57.1469	3.3979	20.7187	3.2235	1214
615	HORSE	paard	3657	1290	83.6279	3.5632	15.9851	3.1109	913
619	ANIMAL	dier	1229	728	28.1046	3.0899	9.0211	2.8627	2141
625	LAMP	lamp	607	425	13.8808	2.7839	5.2664	2.6294	3699
628	LEAF	blad	487	339	11.1367	2.6884	4.2007	2.5315	4384
634	MEAT	vlees	2697	1526	61.6747	3.4310	18.9095	3.1838	1149
638	MOTORCYCLE	moter	3	3	0.0686	0.6021	0.0372	0.6021	102778
639	MOUNTAIN	berg	1500	819	34.3018	3.1764	10.1487	2.9138	1821
641	MUSHROOM	champignon	13	11	0.2973	1.1461	0.1363	1.0792	49805
653	PLANT (VEGETATION)	planten	685	465	15.6645	2.8363	5.7621	2.6684	3385
662	BATTERY	batterij	295	227	6.7460	2.4713	2.8129	2.3579	6320
666	RIVER	rivier	2312	1100	52.8706	3.3642	13.6307	3.0418	1290
667	ROAD	weg	64792	7895	1481.6569	4.8115	97.8315	3.8974	94
672	EARLY	vroeg	13071	5575	298.9063	4.1163	69.0830	3.7463	351
673	SCHOOL	school	10799	3471	246.9504	4.0334	43.0112	3.5406	402
677	AXE	bijl	405	269	9.2615	2.6085	3.3333	2.4314	5026
683	PERSON	persoon	4116	2538	94.1243	3.6146	31.4498	3.4047	834
686	EASY	simpel	2314	1730	52.9163	3.3646	21.4374	3.2383	1289
687	NOTHING	niets	56381	7184	1289.3150	4.7511	89.0211	3.8564	108
69	SOBER	sober	34	33	0.7775	1.5441	0.4089	1.5315	27419
696	STIR	roeren	95	72	2.1725	1.9823	0.8922	1.8633	14099
698	WISE	wijs	1585	1274	36.2456	3.2003	15.7869	3.1055	1751
699	SAD	ongelukkig	796	604	18.2028	2.9015	7.4845	2.7818	3010
700	CARRY	dragen	3623	2446	82.8504	3.5592	30.3098	3.3886	925
701	SLOW	traag	428	353	9.7875	2.6325	4.3742	2.5490	4805
704	CLEAN	proper	128	105	2.9271	2.1106	1.3011	2.0253	11472
706	DARK	donker	2818	1910	64.4417	3.4501	23.6679	3.2813	1106
707	REMEMBER	onthouden	1132	947	25.8865	3.0542	11.7348	2.9768	2291
709	TEACH	onderwijzen	104	86	2.3783	2.0212	1.0657	1.9395	13273
712	RICH	rijk	3461	1967	79.1458	3.5393	24.3742	3.2940	957
713	STEAL	stelen	2616	1633	59.8224	3.4178	20.2354	3.2133	1173
715	SHOUT	schreeuwen	1291	1027	29.5225	3.1113	12.7261	3.0120	2050
717	SWEET	zoet	480	379	10.9766	2.6821	4.6964	2.5798	4423
718	PAY	betalen	7099	3522	162.3392	3.8513	43.6431	3.5469	559
721	LOW	laag	1360	1005	31.1003	3.1339	12.4535	3.0026	1967
724	READ	lezen	4714	2633	107.7993	3.6735	32.6270	3.4206	737
727	WHICH	welke	11317	5347	258.7960	4.0538	66.2577	3.7282	389
730	SNAKE	slang	944	534	21.5873	2.9754	6.6171	2.7284	2646
732	YOUR (SINGULAR)	jouw	32063	6944	733.2134	4.5060	86.0471	3.8417	170
734	MAKE	maken	41861	7717	957.2731	4.6218	95.6258	3.8875	140
735	OWL	uil	137	75	3.1329	2.1399	0.9294	1.8808	10954
737	LIGHT (IGNITE)	aansteken	184	166	4.2077	2.2672	2.0570	2.2227	8977
739	FEED	voeren	1587	1275	36.2914	3.2009	15.7993	3.1059	1747
741	DRIVE	autorijden	138	119	3.1558	2.1430	1.4746	2.0792	10943
744	EGG	ei	708	402	16.1905	2.8506	4.9814	2.6053	3308
747	BICYCLE	mountainbike	11	7	0.2515	1.0792	0.0867	0.9031	53819
757	BUTTON	knoop	416	313	9.5130	2.6201	3.8786	2.4969	4913
769	ROOF	dak	2398	1434	54.8372	3.3800	17.7695	3.1569	1254
771	HAT	hoed	1572	884	35.9483	3.1967	10.9542	2.9469	1757
772	BELT	riem	619	447	14.1552	2.7924	5.5390	2.6513	3663
785	STRONG	sterk	4164	2682	95.2219	3.6196	33.2342	3.4286	824
787	SAIL	zeilen	409	209	9.3530	2.6128	2.5898	2.3222	4966
789	PEOPLE	mensen	47639	7551	1089.4038	4.6780	93.5688	3.8781	119
794	PEN	pen	947	653	21.6559	2.9768	8.0917	2.8156	2639
809	TROUSERS	broek	2942	1813	67.2774	3.4688	22.4659	3.2586	1073
816	HALF	half	4581	2799	104.7578	3.6611	34.6840	3.4472	753
825	AWAKE	wakker	8806	4227	201.3747	3.9448	52.3792	3.6261	470
837	BLUE	blauw	1439	1012	32.9069	3.1584	12.5403	3.0056	1884
846	TIGER	tijger	511	287	11.6855	2.7093	3.5564	2.4594	4223
847	THIRSTY	dorst	837	643	19.1404	2.9232	7.9678	2.8089	2893
857	STONE	steen	1562	895	35.7197	3.1940	11.0905	2.9523	1766
868	BANANA	banaan	233	166	5.3282	2.3692	2.0570	2.2227	7562
887	BITTER	bitter	189	154	4.3220	2.2788	1.9083	2.1903	8801
905	BORING	saai	1376	1021	31.4662	3.1389	12.6518	3.0095	1951
906	TREE	boom	2285	1203	52.2531	3.3591	14.9071	3.0806	1311
908	DRUM	trommel	81	66	1.8523	1.9138	0.8178	1.8261	15601
922	PEAR	peer	87	66	1.9895	1.9445	0.8178	1.8261	14914
928	EMBRACE	knuffelen	257	210	5.8771	2.4116	2.6022	2.3243	7047
93	DRAW MILK	melken	102	73	2.3325	2.0128	0.9046	1.8692	13468
937	BIRD	vogel	1411	750	32.2666	3.1498	9.2937	2.8756	1918
946	BLOOD	bloed	8104	3388	185.3215	3.9088	41.9827	3.5301	501
948	WATER	water	10692	4045	244.5036	4.0291	50.1239	3.6070	407
96	CRAWL	kruipen	537	468	12.2801	2.7308	5.7993	2.6712	4070
962	WOMAN	vrouw	35931	6625	821.6665	4.5555	82.0942	3.8213	153
963	BOOK	boek	6600	2220	150.9281	3.8196	27.5093	3.3465	581
971	MUST	moeten	77670	7970	1776.1497	4.8903	98.7608	3.9015	85
972	BE ABLE	kunnen	74550	7953	1704.8019	4.8725	98.5502	3.9006	88
978	WAVE	golf	767	470	17.5397	2.8854	5.8240	2.6730	3096
986	TOMATO	tomaat	130	85	2.9728	2.1173	1.0533	1.9345	11351
991	FRY	bakken	518	426	11.8456	2.7152	5.2788	2.6304	4181
996	DEAF	doof	813	619	18.5916	2.9106	7.6704	2.7924	2958
