CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_FREQUENCY	CHINESE_FREQUENCY_PM	CHINESE_FREQUENCY_LOG	CHINESE_CD	CHINESE_CD_PERCENTAGE	CHINESE_CD_LOG	LINE_IN_SOURCE
1487	POUR	倒	6092	181.6	3.7848	3315	53.1	3.5205	553
1489	CLOUD	云彩	50	1.49	1.699	36	0.58	1.5563	16963
149	ITCHY	痒	333	9.93	2.5224	249	3.99	2.3962	5344
1491	MOUSE	鼠	554	16.51	2.7435	302	4.84	2.48	3750
1493	ONE	一	203626	6069.96	5.3088	6240	99.95	3.7952	21
1494	DIE	死	44056	1313.28	4.644	5748	92.07	3.7595	103
1495	HAPPY	乐	1747	52.08	3.2423	1105	17.7	3.0434	1558
1496	GRANDMOTHER	奶奶	1910	56.94	3.281	734	11.76	2.8657	1459
1498	TWO	二	4849	144.55	3.6857	2359	37.79	3.3727	664
15	OTTER	水獭	72	2.15	1.8573	24	0.38	1.3802	13924
150	WORRY	发愁	47	1.4	1.6721	45	0.72	1.6532	17531
1500	FOUR	四	6979	208.04	3.8438	3040	48.69	3.4829	481
1502	GOAT	山羊	302	9.0	2.48	129	2.07	2.1106	5711
1503	SALIVA	口水	153	4.56	2.1847	126	2.02	2.1004	8874
1504	FLY (INSECT)	苍蝇	291	8.67	2.4639	205	3.28	2.3118	5851
1506	MEASURE	丈	25	0.75	1.3979	21	0.34	1.3222	24235
1507	FRUIT	果子	97	2.89	1.9868	75	1.2	1.8751	11682
1508	KING	王	2052	61.17	3.3122	834	13.36	2.9212	1381
1509	MOSQUITO	蚊子	128	3.82	2.1072	80	1.28	1.9031	9902
1510	CHIN	下巴	392	11.69	2.5933	292	4.68	2.4654	4799
1511	ROOSTER	公鸡	87	2.59	1.9395	58	0.93	1.7634	12447
1514	HEN	母鸡	61	1.82	1.7853	46	0.74	1.6628	15232
1515	TEN	十	3610	107.61	3.5575	2044	32.74	3.3105	865
1517	WASP	黄蜂	96	2.86	1.9823	37	0.59	1.5682	11784
1518	STUPID	蠢	2524	75.24	3.4021	1601	25.64	3.2044	1160
1519	RUN	跑	12332	367.61	4.091	4049	64.86	3.6073	290
152	HOOF	蹄子	37	1.1	1.5682	19	0.3	1.2788	20027
1522	SOCK	袜子	525	15.65	2.7202	342	5.48	2.534	3905
1523	FORGET	忘记	3632	108.27	3.5601	2202	35.27	3.3428	858
153	GREY	灰色	291	8.67	2.4639	199	3.19	2.2989	5857
1530	BOWL	碗	815	24.29	2.9112	494	7.91	2.6937	2815
1531	BRANCH	丫	161	4.8	2.2068	109	1.75	2.0374	8591
1533	BE HUNGRY	饿	2943	87.73	3.4688	1721	27.57	3.2358	1021
1536	UNDERSTAND	明白	24744	737.6	4.3935	5475	87.7	3.7384	175
1537	SPRINGTIME	春	241	7.18	2.382	141	2.26	2.1492	6682
1538	SCORPION	蝎子	73	2.18	1.8633	40	0.64	1.6021	13738
1539	BASKET	篮子	148	4.41	2.1703	113	1.81	2.0531	9056
1541	CULTIVATE	培育	55	1.64	1.7404	45	0.72	1.6532	16192
1542	ACCOMPANY	陪	3059	91.19	3.4856	1898	30.4	3.2783	988
1543	SNAIL	蜗牛	53	1.58	1.7243	35	0.56	1.5441	16523
1545	HOST	司仪	14	0.42	1.1461	11	0.18	1.0414	31165
1547	SOUP	湯	2	0.06	0.301	1	0.02	0.0	65996
1548	UGLY	丑陋	384	11.45	2.5843	310	4.97	2.4914	4871
1550	PREVENT	阻止	4179	124.57	3.6211	2176	34.86	3.3377	748
1551	FEMALE	女	8343	248.7	3.9213	3433	54.99	3.5357	412
1552	GLOOMY	幽暗	9	0.27	0.9542	9	0.14	0.9542	37155
1554	MAN	男	5775	172.15	3.7616	2626	42.06	3.4193	574
1556	YOLK	蛋黄	86	2.56	1.9345	61	0.98	1.7853	12485
1559	MONEY	钱	29221	871.06	4.4657	4602	73.71	3.6629	148
156	RED	紅	3	0.09	0.4771	2	0.03	0.301	54194
1560	FACE	面	3906	116.44	3.5917	2269	36.34	3.3558	800
1561	ARMY	军队	1870	55.74	3.2718	800	12.81	2.9031	1485
1563	PYTHON	蟒蛇	37	1.1	1.5682	22	0.35	1.3424	19883
1564	LAZY	懒惰	98	2.92	1.9912	75	1.2	1.8751	11610
1566	GUN	手枪	617	18.39	2.7903	391	6.26	2.5922	3454
1567	DOOR	门	8879	264.68	3.9484	3504	56.13	3.5446	389
1568	ARRANGE	约定	436	13.0	2.6395	322	5.16	2.5079	4461
157	DYE	染	577	17.2	2.7612	411	6.58	2.6138	3633
1571	SELL	卖	7475	222.82	3.8736	2872	46.0	3.4582	448
1573	SWELL	膨胀	101	3.01	2.0043	87	1.39	1.9395	11367
1574	FLOAT	浮	310	9.24	2.4914	198	3.17	2.2967	5642
1575	COCKROACH	蟑螂	229	6.83	2.3598	103	1.65	2.0128	6913
1577	AND	和	150418	4483.86	5.1773	6214	99.54	3.7934	33
1579	BE	是	947807	28253.52	5.9767	6243	100.0	3.7954	4
1580	ONLY	只	72698	2167.08	4.8615	6223	99.68	3.794	61
1583	BRAIN	脑子	2401	71.57	3.3804	1647	26.38	3.2167	1211
1585	SLEEP	睡觉	3999	119.21	3.602	2233	35.77	3.3489	780
1586	SMELL (PERCEIVE)	嗅	159	4.74	2.2014	101	1.62	2.0043	8662
159	SWEET POTATO	红薯	8	0.24	0.9031	6	0.1	0.7782	39608
1590	WAIT (FOR)	等候	339	10.11	2.5302	274	4.39	2.4378	5277
1592	CHEST	胸	1031	30.73	3.0133	655	10.49	2.8162	2361
1593	DEEP	深	2324	69.28	3.3662	1652	26.46	3.218	1244
1594	FLOUR	面粉	95	2.83	1.9777	69	1.11	1.8388	11819
1595	SOUTH	南	1094	32.61	3.039	565	9.05	2.752	2247
1596	LOCK	锁	2790	83.17	3.4456	1531	24.52	3.185	1072
1597	AIRPLANE	飞机	5020	149.64	3.7007	1616	25.88	3.2084	645
1598	NORTH	北	1011	30.14	3.0048	600	9.61	2.7782	2399
1599	WORD	字	2572	76.67	3.4103	1612	25.82	3.2074	1138
1600	SKIRT	裙子	1163	34.67	3.0656	619	9.92	2.7917	2152
1601	WEAK	衰弱	33	0.98	1.5185	31	0.5	1.4914	21215
1602	WAKE UP	醒	5457	162.67	3.737	2150	34.44	3.3324	604
1606	INSIDE	里	63276	1886.22	4.8012	6179	98.97	3.7909	69
1607	HATE	恨	3077	91.72	3.4881	1680	26.91	3.2253	985
1608	LISTEN	听	54888	1636.18	4.7395	6145	98.43	3.7885	75
1609	IDEA	想法	4574	136.35	3.6603	2586	41.42	3.4126	694
1610	PROSTITUTE	妓女	1224	36.49	3.0878	649	10.4	2.8122	2052
1612	LETTER	信	7450	222.08	3.8722	2883	46.18	3.4598	449
1613	COLOR	颜色	1703	50.77	3.2312	1138	18.23	3.0561	1603
1615	ESCAPE	逃走	888	26.47	2.9484	649	10.4	2.8122	2633
1616	CLOTH	布	1545	46.06	3.1889	748	11.98	2.8739	1729
1618	GRANDSON	孙子	549	16.37	2.7396	356	5.7	2.5514	3773
1619	GRANDDAUGHTER	孙女	202	6.02	2.3054	155	2.48	2.1903	7485
1620	SON	儿	6569	195.82	3.8175	2551	40.86	3.4067	509
1621	SNEEZE	打喷嚏	68	2.03	1.8325	57	0.91	1.7559	14346
1622	SHIRT	衬衫	848	25.28	2.9284	559	8.95	2.7474	2737
1623	SPEAK	讲	6785	202.26	3.8315	3074	49.24	3.4877	490
1624	EMPTY	空	2242	66.83	3.3506	1460	23.39	3.1644	1280
1625	DEAD	亡	247	7.36	2.3927	203	3.25	2.3075	6571
1627	CHAIN	链子	95	2.83	1.9777	73	1.17	1.8633	11834
1628	SQUIRREL	松鼠	241	7.18	2.382	138	2.21	2.1399	6681
163	BLACK	黑	4563	136.02	3.6593	2018	32.32	3.3049	697
1631	FAST	快快	206	6.14	2.3139	145	2.32	2.1614	7380
1633	FLAT	扁	549	16.37	2.7396	374	5.99	2.5729	3772
1634	HUNDRED	一百	657	19.58	2.8176	508	8.14	2.7059	3289
1638	TRUTH	真理	358	10.67	2.5539	201	3.22	2.3032	5085
1641	SILK	绸缎	10	0.3	1.0	10	0.16	1.0	35702
1642	NIECE	侄女	271	8.08	2.433	180	2.88	2.2553	6158
1644	RELATIVES	亲人	513	15.29	2.7101	392	6.28	2.5933	3985
1645	SHORT	短	2303	68.65	3.3623	1351	21.64	3.1307	1253
1646	GIRL	女孩子	1285	38.31	3.1089	791	12.67	2.8982	1984
1647	FOAL	马驹	65	1.94	1.8129	37	0.59	1.5682	14766
1649	SIT DOWN	坐下	2777	82.78	3.4436	1674	26.81	3.2238	1080
1651	TEAR (OF EYE)	眼泪	521	15.53	2.7168	372	5.96	2.5705	3928
1652	INSTEAD	替	3906	116.44	3.5917	2071	33.17	3.3162	799
1653	BLIND	瞎	1009	30.08	3.0039	776	12.43	2.8899	2404
1654	LIGHTNING	闪	941	28.05	2.9736	608	9.74	2.7839	2518
1655	BLINK	眨眼	243	7.24	2.3856	162	2.59	2.2095	6642
1657	TRUE	真实	2865	85.4	3.4571	1724	27.61	3.2365	1050
1660	LOSE	丧失	373	11.12	2.5717	304	4.87	2.4829	4963
1663	BED	床	6505	193.91	3.8132	2771	44.39	3.4426	516
1664	RAFT	木筏	26	0.78	1.415	17	0.27	1.2304	23844
1665	BEAT	拍打	62	1.85	1.7924	51	0.82	1.7076	15071
1666	MUTE	哑巴	107	3.19	2.0294	88	1.41	1.9445	11017
1667	HOLE	窟窿	27	0.8	1.4314	27	0.43	1.4314	23363
1669	ANCESTORS	祖先	221	6.59	2.3444	147	2.35	2.1673	7073
1671	TOWER	塔	1399	41.7	3.1458	607	9.72	2.7832	1865
1672	WRITE	写	13589	405.08	4.1332	3955	63.35	3.5971	269
1673	ARM	手臂	834	24.86	2.9212	582	9.32	2.7649	2769
1674	POOR	穷	429	12.79	2.6325	332	5.32	2.5211	4502
1675	PROMISE	答应	3241	96.61	3.5107	1962	31.43	3.2927	953
1679	LOAD	装	5006	149.23	3.6995	2820	45.17	3.4502	648
168	REST	歇	438	13.06	2.6415	314	5.03	2.4969	4440
1681	WAIST	腰	493	14.7	2.6928	360	5.77	2.5563	4087
1684	BUD	花蕾	19	0.57	1.2788	19	0.3	1.2788	27748
1686	BEHIND	后边	101	3.01	2.0043	89	1.43	1.9494	11377
1690	FENCE	栅栏	188	5.6	2.2742	138	2.21	2.1399	7786
1695	TUESDAY	星期二	298	8.88	2.4742	205	3.28	2.3118	5769
1697	MONDAY	星期一	382	11.39	2.5821	268	4.29	2.4281	4882
1699	SUNDAY	星期天	468	13.95	2.6702	295	4.73	2.4698	4238
1702	HOLY	圣洁	102	3.04	2.0086	72	1.15	1.8573	11313
1703	SIX	六	3898	116.2	3.5908	2070	33.16	3.316	802
1704	SEVEN	七	1972	58.78	3.2949	1146	18.36	3.0592	1419
1705	EIGHT	八	2090	62.3	3.3201	1289	20.65	3.1103	1362
1706	ELEVEN	十一	127	3.79	2.1038	100	1.6	2.0	9920
1707	TWELVE	十二	526	15.68	2.721	249	3.99	2.3962	3897
1708	THIRTEEN	十三	121	3.61	2.0828	99	1.59	1.9956	10223
1709	FIFTEEN	十五	278	8.29	2.444	213	3.41	2.3284	6050
1710	TWENTY	二十	618	18.42	2.791	408	6.54	2.6107	3453
1711	TELL	告诉	61222	1824.99	4.7869	6141	98.37	3.7882	71
1713	EIGHTEEN	十八	150	4.47	2.1761	119	1.91	2.0755	8964
1714	NINETEEN	十九	54	1.61	1.7324	47	0.75	1.6721	16243
1715	THIRTY	三十	418	12.46	2.6212	296	4.74	2.4713	4592
1716	FORTY	四十	235	7.01	2.3711	191	3.06	2.281	6805
1717	FIFTY	五十	287	8.56	2.4579	192	3.08	2.2833	5916
1718	SIXTY	六十	124	3.7	2.0934	99	1.59	1.9956	10109
1719	BURY	安葬	79	2.35	1.8976	62	0.99	1.7924	13120
1720	SIGN	记号	251	7.48	2.3997	194	3.11	2.2878	6490
1721	SEVENTY	七十	61	1.82	1.7853	54	0.86	1.7324	15256
1722	EIGHTY	八十	70	2.09	1.8451	61	0.98	1.7853	14074
1724	NINETY	九十	41	1.22	1.6128	35	0.56	1.5441	18961
1725	CORRECT (RIGHT)	正	19536	582.36	4.2908	5406	86.59	3.7329	211
1726	WET	湿	924	27.54	2.9657	676	10.83	2.8299	2551
1728	ROTTEN	溃烂	18	0.54	1.2553	17	0.27	1.2304	27827
1730	CHEEK	脸颊	107	3.19	2.0294	96	1.54	1.9823	11001
1732	SKY	天空	741	22.09	2.8698	462	7.4	2.6646	3009
1733	RAINBOW	彩虹	273	8.14	2.4362	126	2.02	2.1004	6126
1734	TWENTY ONE	二十一	26	0.78	1.415	22	0.35	1.3424	23863
1735	TEAR (SHRED)	撕	566	16.87	2.7528	424	6.79	2.6274	3693
174	PROUD	骄傲	2094	62.42	3.321	1357	21.74	3.1326	1358
1740	PINE	松树	77	2.3	1.8865	53	0.85	1.7243	13345
1745	HIP	臀部	339	10.11	2.5302	222	3.56	2.3464	5278
1746	BLADDER	膀胱	66	1.97	1.8195	58	0.93	1.7634	14622
1747	CUSTOM	传统	1269	37.83	3.1035	859	13.76	2.934	2005
1749	TAKE	拿走	2109	62.87	3.3241	1429	22.89	3.155	1352
175	BLOW (OF WIND)	刮	750	22.36	2.8751	512	8.2	2.7093	2977
1750	CHOOSE	选	6619	197.31	3.8208	2424	38.83	3.3845	505
1752	LEAVE	离开	20359	606.89	4.3088	5216	83.55	3.7173	202
1753	TOP	上面	5363	159.87	3.7294	2941	47.11	3.4685	614
1754	BRACELET	手镯	194	5.78	2.2878	97	1.55	1.9868	7659
1755	UNDRESS	脱	3062	91.28	3.486	1732	27.74	3.2385	987
1756	WIDOW	寡妇	285	8.5	2.4548	194	3.11	2.2878	5951
1757	TIRED	累	2375	70.8	3.3757	1495	23.95	3.1746	1222
1758	OLDER SISTER	姐姐	2655	79.14	3.4241	1114	17.84	3.0469	1112
1759	OLDER BROTHER	哥哥	3700	110.29	3.5682	1380	22.1	3.1399	846
1760	YOUNGER BROTHER	弟	200	5.96	2.301	76	1.22	1.8808	7521
1761	YOUNGER SISTER	妹妹	3262	97.24	3.5135	1359	21.77	3.1332	950
1762	STONE (OF FRUIT)	核	417	12.43	2.6201	236	3.78	2.3729	4604
1766	FINISH	了	946365	28210.53	5.9761	6243	100.0	3.7954	5
1768	FOAM	泡沫	158	4.71	2.1987	128	2.05	2.1072	8699
1773	GRAVE	坟	136	4.05	2.1335	97	1.55	1.9868	9545
1774	STINGY	吝啬	63	1.88	1.7993	60	0.96	1.7782	14985
1775	TABLE	桌子	1641	48.92	3.2151	1129	18.08	3.0527	1651
1776	SHAME	耻辱	297	8.85	2.4728	234	3.75	2.3692	5787
1777	RESEMBLE	像	50229	1497.29	4.701	6057	97.02	3.7823	89
1779	DARE	敢	8664	258.27	3.9377	4039	64.7	3.6063	399
1780	BILE	胆汁	18	0.54	1.2553	12	0.19	1.0792	28409
1781	THUMB	拇指	219	6.53	2.3404	125	2.0	2.0969	7122
1782	GUEST	嘉宾	305	9.09	2.4843	227	3.64	2.356	5691
1784	WANT	要	238656	7114.18	5.3778	6242	99.98	3.7953	16
1787	LOOM	织布机	9	0.27	0.9542	6	0.1	0.7782	36765
1789	AGE	岁	11556	344.48	4.0628	3915	62.71	3.5927	309
1791	BUTTERFLY	蝴蝶	393	11.72	2.5944	179	2.87	2.2529	4790
1793	BAT	蝙蝠	449	13.38	2.6522	209	3.35	2.3201	4358
1796	SLAUGHTER	宰	679	20.24	2.8319	379	6.07	2.5786	3210
1797	HEDGEHOG	刺猬	16	0.48	1.2041	9	0.14	0.9542	29724
1798	GUNPOWDER	火药	180	5.37	2.2553	114	1.83	2.0569	8025
180	CALL BY NAME	命名	381	11.36	2.5809	316	5.06	2.4997	4899
1803	WOOD	木	1077	32.1	3.0322	412	6.6	2.6149	2278
1804	BOMB	轰炸	160	4.77	2.2041	97	1.55	1.9868	8619
1807	AFTERNOON	下午	2928	87.28	3.4666	1826	29.25	3.2615	1026
1808	PUS	脓包	47	1.4	1.6721	24	0.38	1.3802	17676
1809	PIMPLE	痤疮	8	0.24	0.9031	7	0.11	0.8451	39178
1810	DANGER	危险	5711	170.24	3.7567	2813	45.06	3.4492	581
1811	SOUND OR NOISE	声音	5523	164.64	3.7422	2631	42.14	3.4201	594
1812	TRY	试	7231	215.55	3.8592	3387	54.25	3.5298	459
1813	TASTY	好吃	1210	36.07	3.0828	787	12.61	2.896	2075
1817	WEST	西	2606	77.68	3.416	1165	18.66	3.0663	1127
1819	LOOK	看	102546	3056.83	5.0109	6235	99.87	3.7948	50
1820	BEAR	狗熊	58	1.73	1.7634	25	0.4	1.3979	15703
1821	BRUSH	刷	550	16.4	2.7404	387	6.2	2.5877	3768
1823	BORROW	借	3185	94.94	3.5031	1816	29.09	3.2591	960
1825	COPPER	铜	188	5.6	2.2742	118	1.89	2.0719	7797
1826	ANGRY	生气	3828	114.11	3.583	2216	35.5	3.3456	816
1827	HARVEST CROPS	收获	439	13.09	2.6425	376	6.02	2.5752	4435
1828	ASK (REQUEST)	请	30598	912.11	4.4857	5588	89.51	3.7473	142
1829	JUMP	跳	8496	253.26	3.9292	2723	43.62	3.435	404
1830	CRANE	白鹤	12	0.36	1.0792	3	0.05	0.4771	32976
1831	MEET	碰见	180	5.37	2.2553	150	2.4	2.1761	8005
1833	DINNER (SUPPER)	晚饭	1613	48.08	3.2076	1072	17.17	3.0302	1670
1834	SHE	她	221420	6600.39	5.3452	6134	98.25	3.7877	19
1835	MARROW	骨髓	131	3.91	2.1173	65	1.04	1.8129	9780
1838	NAVEL	肚脐	64	1.91	1.8062	44	0.7	1.6435	14813
1839	CRY	哭泣	468	13.95	2.6702	345	5.53	2.5378	4234
1840	BUILD	建筑	1073	31.99	3.0306	630	10.09	2.7993	2284
1843	THOUSAND	一千	580	17.29	2.7634	408	6.54	2.6107	3618
1844	BOAT	舟	48	1.43	1.6812	28	0.45	1.4472	17445
1845	BALL	球	7121	212.27	3.8525	1763	28.24	3.2463	467
1847	SICK	病	3793	113.07	3.579	1795	28.75	3.2541	826
1848	QUARREL	吵架	911	27.16	2.9595	636	10.19	2.8035	2569
1849	ROW	划	850	25.34	2.9294	513	8.22	2.7101	2733
1850	COTTON	棉	204	6.08	2.3096	114	1.83	2.0569	7430
1851	POCKET	衣袋	13	0.39	1.1139	13	0.21	1.1139	32149
1852	OFTEN	常常	748	22.3	2.8739	615	9.85	2.7889	2980
1853	DOVE	白鸽	14	0.42	1.1461	7	0.11	0.8451	30967
1854	SPARROW	麻雀	59	1.76	1.7709	34	0.54	1.5315	15519
1856	SOFT	柔软	227	6.77	2.356	197	3.16	2.2945	6951
1859	THIRD	丙	89	2.65	1.9494	54	0.86	1.7324	12260
1862	DONKEY	驴	204	6.08	2.3096	142	2.27	2.1523	7428
1863	AMAZING	神奇	1319	39.32	3.1202	870	13.94	2.9395	1955
1867	COIN	硬币	570	16.99	2.7559	299	4.79	2.4757	3672
1869	BUY	买	15766	469.97	4.1977	4369	69.98	3.6404	246
1871	CAMEL	骆驼	230	6.86	2.3617	97	1.55	1.9868	6887
1875	REGRET	后悔	1358	40.48	3.1329	1014	16.24	3.006	1909
1877	EAST	东	1347	40.15	3.1294	839	13.44	2.9238	1924
1879	DANCE	舞蹈	2814	83.88	3.4493	451	7.22	2.6542	1062
188	COMB OF BIRD	鸡冠	2	0.06	0.301	2	0.03	0.301	64949
1880	PASSIONATE	热情	1059	31.57	3.0249	763	12.22	2.8825	2303
1881	ENOUGH	够	12404	369.76	4.0936	4753	76.13	3.677	287
1884	HARD	硬	1100	32.79	3.0414	812	13.01	2.9096	2237
1886	ARMPIT	腋	2	0.06	0.301	2	0.03	0.301	61660
1887	CHEAP	便宜	860	25.64	2.9345	662	10.6	2.8209	2711
189	HAIR (BODY)	寒毛	7	0.21	0.8451	7	0.11	0.8451	40572
1890	BELIEVE	相信	25699	766.07	4.4099	5665	90.74	3.7532	168
1892	TOUCH	摸	1215	36.22	3.0846	798	12.78	2.902	2071
1894	ASHAMED	惭愧	146	4.35	2.1644	124	1.99	2.0934	9142
1895	CLOTHES	衣	601	17.92	2.7789	423	6.78	2.6263	3509
1896	FINGERNAIL OR TOENAIL	甲	432	12.88	2.6355	244	3.91	2.3874	4484
1897	HELP	帮助	10033	299.08	4.0014	3991	63.93	3.6011	358
1899	MAD	疯	6550	195.25	3.8162	3180	50.94	3.5024	511
1905	EAGLE	雕	93	2.77	1.9685	56	0.9	1.7482	11958
1906	SOUR	酸	546	16.28	2.7372	377	6.04	2.5763	3789
1907	MOLE	痣	138	4.11	2.1399	62	0.99	1.7924	9438
1909	SHAKE	摇	693	20.66	2.8407	444	7.11	2.6474	3155
1913	PRESS	按	3752	111.84	3.5743	2275	36.44	3.357	836
1917	TIE	拴	184	5.48	2.2648	154	2.47	2.1875	7923
1919	TORCH	火炬	409	12.19	2.6117	124	1.99	2.0934	4661
192	CORNER	角落	641	19.11	2.8069	527	8.44	2.7218	3343
1920	DREAM (SOMETHING)	做梦	856	25.52	2.9325	638	10.22	2.8048	2721
1921	PLOUGH	耕	32	0.95	1.5051	17	0.27	1.2304	21602
1923	ROUGH	粗糙	134	3.99	2.1271	113	1.81	2.0531	9617
1926	OINTMENT	膏药	15	0.45	1.1761	11	0.18	1.0414	30675
1927	BAMBOO	竹	79	2.35	1.8976	41	0.66	1.6128	13119
193	SHALLOW	浅	300	8.94	2.4771	221	3.54	2.3444	5742
1931	BEESWAX	蜡	178	5.31	2.2504	121	1.94	2.0828	8092
1932	GUESS	猜	6521	194.39	3.8143	3308	52.99	3.5196	514
1934	BEGGAR	乞丐	131	3.91	2.1173	87	1.39	1.9395	9773
1935	ANUS	肛门	95	2.83	1.9777	58	0.93	1.7634	11817
1936	DEER	鹿	519	15.47	2.7152	249	3.99	2.3962	3939
1937	THERE	那儿	10254	305.67	4.0109	3463	55.47	3.5395	344
1939	SWEAR	发誓	3570	106.42	3.5527	2209	35.38	3.3442	874
194	FAMILY	户	591	17.62	2.7716	377	6.04	2.5763	3560
1941	SOLDIER	兵	879	26.2	2.944	375	6.01	2.574	2659
1942	NEAR	近	2717	80.99	3.4341	1882	30.15	3.2746	1100
1943	CROWN (OF HEAD)	皇冠	202	6.02	2.3054	96	1.54	1.9823	7484
1944	GOD	上帝	14605	435.37	4.1645	3685	59.03	3.5664	257
1948	SAW	锯	270	8.05	2.4314	155	2.48	2.1903	6161
1949	BEDBUG	臭虫	93	2.77	1.9685	59	0.95	1.7709	11979
195	MAT	席	237	7.06	2.3747	186	2.98	2.2695	6765
1954	GENTLE	和气	39	1.16	1.5911	35	0.56	1.5441	19356
1956	SUNFLOWER	向日葵	106	3.16	2.0253	32	0.51	1.5051	11079
1959	RAW	生	5816	173.37	3.7646	2889	46.28	3.4607	572
196	DONATE	发	6323	188.48	3.8009	3166	50.71	3.5005	531
1963	IMMEDIATELY	立刻	1913	57.03	3.2817	1212	19.41	3.0835	1455
1964	ALONE	单独	1732	51.63	3.2385	1322	21.18	3.1212	1575
1967	CALENDAR	日历	169	5.04	2.2279	102	1.63	2.0086	8327
1968	SOYA SAUCE	酱油	64	1.91	1.8062	32	0.51	1.5051	14794
1969	MANTOU	馒头	26	0.78	1.415	9	0.14	0.9542	23773
197	OTHER	其他	14163	422.19	4.1512	4666	74.74	3.6689	263
1971	FAN (OBJECT)	扇子	24	0.72	1.3802	17	0.27	1.2304	24893
1973	DEMON	恶魔	1834	54.67	3.2634	641	10.27	2.8069	1501
1974	CENTIPEDE	蜈蚣	16	0.48	1.2041	10	0.16	1.0	29824
1977	DEW	露	1216	36.25	3.0849	572	9.16	2.7574	2069
1979	CHISEL	凿子	20	0.6	1.301	14	0.22	1.1461	26522
1980	WANTON	馄饨	23	0.69	1.3617	16	0.26	1.2041	25349
1983	SNORE	打鼾	63	1.88	1.7993	50	0.8	1.699	14966
1987	CHOPSTICKS	筷子	90	2.68	1.9542	59	0.95	1.7709	12226
1989	CALF	牛犊	13	0.39	1.1139	11	0.18	1.0414	31900
1990	BECOME	成	12539	373.78	4.0983	4797	76.84	3.681	285
1991	INTESTINES	肠子	145	4.32	2.1614	115	1.84	2.0607	9173
1992	MORE	更	32253	961.44	4.5086	5936	95.08	3.7735	134
1993	SELF	己	306	9.12	2.4857	192	3.08	2.2833	5677
2	DUST	扬尘	3	0.09	0.4771	3	0.05	0.4771	57384
2002	DITCH	沟	192	5.72	2.2833	143	2.29	2.1553	7702
2003	FLOW	留	9272	276.39	3.9672	4166	66.73	3.6197	374
2005	MASK	面具	669	19.94	2.8254	304	4.87	2.4829	3247
2006	FILL	填	944	28.14	2.975	680	10.89	2.8325	2514
2008	RESCUE	救	8095	241.31	3.9082	2977	47.69	3.4738	422
2009	DOG	犬	597	17.8	2.776	286	4.58	2.4564	3532
2011	COFFIN	棺材	512	15.26	2.7093	248	3.97	2.3945	3992
2012	COLLAR	衣领	53	1.58	1.7243	41	0.66	1.6128	16473
2014	GO DOWN (DESCEND)	下去	7767	231.53	3.8903	3564	57.09	3.5519	435
2016	JEALOUSY	嫉妒	1122	33.45	3.05	757	12.13	2.8791	2208
2018	GREEDY	贪婪	338	10.08	2.5289	274	4.39	2.4378	5285
202	STRENGTH	力量	3150	93.9	3.4983	1588	25.44	3.2009	964
2022	ADMIT	承认	3575	106.57	3.5533	2227	35.67	3.3477	873
2025	PEA	豌豆	103	3.07	2.0128	63	1.01	1.7993	11245
2026	RICE PLANT	稻	7	0.21	0.8451	7	0.11	0.8451	40796
2027	SOYA	黄豆	22	0.66	1.3424	10	0.16	1.0	25914
203	MARRY	结婚	6535	194.8	3.8152	2278	36.49	3.3576	513
2031	PUT OUT TO PASTURE	放牧	14	0.42	1.1461	11	0.18	1.0414	31136
2033	DELIVER	送	13212	393.84	4.121	4622	74.03	3.6648	279
2034	FROST	霜	156	4.65	2.1931	119	1.91	2.0755	8769
2035	POND	水塘	16	0.48	1.2041	9	0.14	0.9542	29832
2036	JANUARY	正月	8	0.24	0.9031	5	0.08	0.699	39034
2037	FEBRUARY	二月	75	2.24	1.8751	53	0.85	1.7243	13506
2038	DRAGON	龙	1232	36.73	3.0906	559	8.95	2.7474	2043
2039	MAGPIE	喜鹊	16	0.48	1.2041	9	0.14	0.9542	29503
204	AGAIN	再	56520	1684.82	4.7522	6197	99.26	3.7922	74
2040	BUCKWHEAT	荞	1	0.03	0.0	1	0.02	0.0	86351
2041	HEMP	麻	335	9.99	2.525	178	2.85	2.2504	5324
2042	WALNUT	核桃	82	2.44	1.9138	55	0.88	1.7404	12883
2043	PEACH	桃	319	9.51	2.5038	98	1.57	1.9912	5527
2044	PERSIMMON	柿子	27	0.8	1.4314	21	0.34	1.3222	23361
2045	COLUMN	柱子	97	2.89	1.9868	67	1.07	1.8261	11670
2047	STRAW SANDAL	草鞋	6	0.18	0.7782	5	0.08	0.699	43098
2048	QUILT	被子	124	3.7	2.0934	106	1.7	2.0253	10116
2049	CONGEE	稀饭	7	0.21	0.8451	4	0.06	0.6021	40136
2051	DUSTPAN	簸箕	1	0.03	0.0	1	0.02	0.0	95563
2052	BUCKET	水桶	45	1.34	1.6532	28	0.45	1.4472	18107
2056	WOK	炒菜锅	2	0.06	0.301	2	0.03	0.301	63534
2057	DUNG (ANIMAL FAECES)	肥料	84	2.5	1.9243	54	0.86	1.7324	12710
2058	STOOL	板凳	63	1.88	1.7993	40	0.64	1.6021	15004
2059	FOLK SONG	民歌	31	0.92	1.4914	25	0.4	1.3979	21990
2060	STORY	故事	6551	195.28	3.8163	2656	42.54	3.4242	510
2061	BUDDHA	佛	436	13.0	2.6395	207	3.32	2.316	4455
2062	INTEREST	利息	191	5.69	2.281	117	1.87	2.0682	7720
