CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	DUTCH_AROUSAL_MEAN	DUTCH_VALENCE_MEAN	DUTCH_VALENCE_CATEGORY	DUTCH_VALENCE_NEUTRAL	DUTCH_HAPPINESS_MEAN	DUTCH_ANGER_MEAN	DUTCH_FEAR_MEAN	DUTCH_SADNESS_MEAN	DUTCH_DISGUST_MEAN	DUTCH_SURPRISE_MEAN	DUTCH_EMOTION_DOMINANT	LINE_IN_SOURCE
1430	STAR	ster	2.7058823529411766	3.6315789473684212	positive	valenced	2.425	1	1	1.125	1	1.45	Happiness	682
1431	FREEZE	bevriezen	2.642857142857143	2.25	negative	neutral	1	1	1.6	1.5090909090909093	1.0909090909090908	1.0909090909090908	Fear	4543
1432	CUT	knippen	3.411764705882353	2.8421052631578947	negative	neutral	1.1818181818181819	1	1.0727272727272728	1	1	1.4181818181818182	Surprise	381
1435	HUNT	jagen	4.0588235294117645	2.1578947368421053	negative	neutral	1.3	2.8	2.6	2.7	2.6	1	Anger	4111
1439	SWIM	zwemmen	3.75	3.263157894736842	positive	neutral	2.7	1.2	1.3	1.2	1.5	1.2	Happiness	513
1441	FLY (MOVE THROUGH AIR)	vliegen	4.0588235294117645	3.3157894736842106	positive	neutral	2.4	1.2	1.8	1.2	1.4	1.7	Happiness	413
1442	STAND	staan	2.9411764705882355	3	neutral	neutral	1.2	1.2	1.2	1.2	1.2	1.2	Joint	234
1443	WALK	lopen	4.25	3.2777777777777777	positive	neutral	1.25	1.125	1	1	1	1.325	Surprise	83
145	SORROWFUL	verdrietig	2.8125	1.6666666666666667	negative	neutral	1	1	1.2	4.7	1.1	1.2	Sadness	662
1451	SMILE	glimlachen	2.7058823529411766	4.473684210526316	positive	valenced	4.666666666666667	1	1	1	1	1.5555555555555556	Happiness	1154
1452	PUSH	duwen	3.6875	2.5555555555555554	negative	neutral	1.1111111111111112	2.3333333333333335	1.7777777777777777	1.3333333333333333	1.3333333333333333	1.4444444444444444	Anger	258
1453	WASH	wassen	2.9375	3.2777777777777777	positive	neutral	2.2222222222222223	1.2222222222222223	1.3333333333333333	1.2222222222222223	1.4444444444444444	1.4444444444444444	Happiness	380
1455	PULL	trekken	3.142857142857143	3.1	positive	neutral	1.0909090909090908	1.6363636363636365	1.8181818181818181	1	1	1.2727272727272727	Fear	713
1456	THROW	weggooien	2.7857142857142856	2.15	negative	neutral	1.1818181818181819	1.6909090909090911	1.3636363636363635	2.090909090909091	1.2727272727272727	1.2727272727272727	Sadness	1872
1457	SEW	naaien	2.8125	3.0555555555555554	positive	neutral	1.4	1.2222222222222223	1.1111111111111112	1.1111111111111112	1	1.2222222222222223	Happiness	2832
1458	SAY	zeggen	3.411764705882353	3.1578947368421053	positive	neutral	2.111111111111111	1.3333333333333333	1.4444444444444444	1.3333333333333333	1.3333333333333333	1.6666666666666667	Happiness	408
1463	DRUNK	dronken	3.6470588235294117	2.263157894736842	negative	neutral	1.8727272727272728	1.8545454545454545	1.6	1.2545454545454546	2.4181818181818184	1.0909090909090908	Disgust	8947
1464	LADDER	ladder	2.875	2.8947368421052633	negative	neutral	1.0909090909090908	1	1.4545454545454546	1	1.0909090909090908	1	Fear	1329
1466	EXACT	stipt	2.7857142857142856	3.8	positive	valenced	1.9090909090909092	1	1.0909090909090908	1	1.0909090909090908	1.0909090909090908	Happiness	3847
1467	CIRCLE	cirkel	2.6470588235294117	3.0526315789473686	positive	neutral	1.1	1	1	1	1	1	Happiness	1620
1468	LOOK FOR	zoeken	3.625	2.789473684210526	negative	neutral	1	1.2222222222222223	1.3333333333333333	1.1111111111111112	1	1.4444444444444444	Surprise	518
1469	WEEK	week	2.5294117647058822	3	neutral	neutral	1.3818181818181818	1.1636363636363638	1.2545454545454546	1.2545454545454546	1.0727272727272728	1.0727272727272728	Happiness	820
1471	WINTER	winter	2.0625	3.0555555555555554	positive	neutral	2	1.125	1.125	1.5714285714285714	1.125	1.625	Happiness	505
1472	KEY	sleutel	2.8	3	neutral	neutral	1.875	1	1.25	1	1	1.125	Happiness	670
1474	SEA	zee	2.5714285714285716	3.95	positive	valenced	2.4000000000000004	1.1111111111111112	1.488888888888889	1.1111111111111112	1.1111111111111112	1.1111111111111112	Happiness	283
1475	COMB	kam	2.7142857142857144	3.1	positive	neutral	1.2727272727272727	1.1818181818181819	1	1	1	1	Happiness	617
1476	CHAIR	stoel	2.4285714285714284	3	neutral	neutral	1.6666666666666667	1.1111111111111112	1.1111111111111112	1.1111111111111112	1.1111111111111112	1.1111111111111112	Happiness	48
1481	HAMMER	hamer	3.4	2.9473684210526314	negative	neutral	1.1111111111111112	1.8888888888888888	1.7777777777777777	1.1111111111111112	1.1111111111111112	1	Anger	1968
1483	NINE	negen	2.533333333333333	3.1052631578947367	positive	neutral	1.2	1.2	1.2	1.2	1.2	1.2	Joint	323
1484	OIL (ORGANIC SUBSTANCE)	olie	2.8823529411764706	2.6842105263157894	negative	neutral	1	1	1	1	1.2857142857142858	1	Disgust	3180
1487	POUR	gieten	3.0714285714285716	3	neutral	neutral	1.125	1	1	1.25	1	1.2	Sadness	1629
1489	CLOUD	wolk	2.5	3.1578947368421053	positive	neutral	1.511111111111111	1.2666666666666666	1.1111111111111112	1.2666666666666666	1.1111111111111112	1	Happiness	798
1491	MOUSE	muis	2.9411764705882355	2.8421052631578947	negative	neutral	1.0909090909090908	1.0909090909090908	1.5454545454545454	1.1818181818181819	1.8181818181818181	1.4545454545454546	Disgust	193
1494	DIE	doodgaan	2.933333333333333	1.3157894736842106	negative	valenced	1	2.3636363636363638	3.7636363636363637	4.381818181818182	1.4545454545454546	1.4545454545454546	Sadness	2071
1495	HAPPY	graag	2.642857142857143	4.3	positive	valenced	4.222222222222222	1.1111111111111112	1.1111111111111112	1.1111111111111112	1.1111111111111112	1.8888888888888888	Happiness	545
1496	GRANDMOTHER	oma	2.235294117647059	3.789473684210526	positive	valenced	3.8	1.1	1.1	1.3	1.2	1.5	Happiness	136
1498	TWO	twee	2.6	3.0526315789473686	positive	neutral	1.4	1.2	1.2	1.2	1.2	1.2	Happiness	37
1500	FOUR	vier	2.9411764705882355	3.0526315789473686	positive	neutral	1.625	1	1	1	1	1.45	Happiness	60
1501	BORE	boren	3.5	2.6315789473684212	negative	neutral	1	1.2857142857142858	1.2571428571428573	1	1	1	Anger	3969
1502	GOAT	geit	2.764705882352941	3	neutral	neutral	1.9166666666666667	1	1	1	1	1	Happiness	510
1504	FLY (INSECT)	vlieg	3.1176470588235294	2.5789473684210527	negative	neutral	1.625	1	1	1	1.675	1.5	Disgust	290
1506	MEASURE	opmeten	3.3529411764705883	3	neutral	neutral	1.2222222222222223	1.2222222222222223	1.5555555555555556	1.4444444444444444	1.3333333333333333	1.6666666666666667	Surprise	12696
1507	FRUIT	fruit	2.5294117647058822	3.736842105263158	positive	valenced	2.6363636363636362	1	1	1	1.1818181818181819	1	Happiness	253
151	RAZOR	scheermes	3	2.8421052631578947	negative	neutral	1.1818181818181819	1	1.2545454545454546	1	1.2727272727272727	1	Disgust	7830
1510	CHIN	kin	2.5625	3.0526315789473686	positive	neutral	1	1	1	1	1	1	Joint	401
1511	ROOSTER	haan	2.875	3.0555555555555554	positive	neutral	1.6363636363636365	1.2727272727272727	1.1818181818181819	1.1818181818181819	1.1818181818181819	1.1818181818181819	Happiness	667
1514	HEN	kip	2.5625	3.5	positive	neutral	1	1	1	1	1.2727272727272727	1	Disgust	139
1515	TEN	tien	2.6875	3.3157894736842106	positive	neutral	2.090909090909091	1.0909090909090908	1.3636363636363635	1.0909090909090908	1.1818181818181819	1.5454545454545454	Happiness	260
1518	STUPID	dom	2.8125	1.7894736842105263	negative	neutral	1	2.05	1.8	2.325	2.15	1.25	Sadness	644
1519	RUN	hardlopen	4.5625	3.2777777777777777	positive	neutral	1.4363636363636365	1.1818181818181819	1.3636363636363635	1.0909090909090908	1.2727272727272727	1.2727272727272727	Happiness	4710
1522	SOCK	sok	2.466666666666667	3.0526315789473686	positive	neutral	1.5	1.2	1.2	1.2	1.6	1.2	Disgust	241
1524	WINE	wijn	2.4375	3.526315789473684	positive	neutral	3.4285714285714284	1	1	1	1	1.5714285714285714	Happiness	3478
153	GREY	grijs	2.125	3	neutral	neutral	1.1454545454545455	1.2727272727272727	1.0909090909090908	1.8181818181818181	1.2545454545454546	1	Sadness	419
1533	BE HUNGRY	hongeren	3.4285714285714284	2.1	negative	neutral	1	1.725	2.125	2.375	1.25	1.125	Sadness	11311
1535	SWORD	zwaard	3.3125	2.473684210526316	negative	neutral	1.125	2.075	1.75	1.225	1.25	1.7	Anger	1246
1536	UNDERSTAND	begrijpen	2.625	3.6842105263157894	positive	valenced	2.125	1.125	1.25	1.2857142857142858	1.125	1.125	Happiness	2470
1537	SPRINGTIME	lente	2.6875	3.789473684210526	positive	valenced	4.2	1.1	1.1	1	1	1.8	Happiness	950
1539	BASKET	mand	2.4705882352941178	3	neutral	neutral	2	1	1	1	1	1.3	Happiness	902
1543	SNAIL	slak	1.8	2.8421052631578947	negative	neutral	1.4545454545454546	1.1818181818181819	1.1818181818181819	1.1818181818181819	2.1818181818181817	1.1818181818181819	Disgust	677
1547	SOUP	bouillon	2.625	3.111111111111111	positive	neutral	1.5454545454545454	1	1	1.0909090909090908	1.0909090909090908	1	Happiness	14412
1548	UGLY	lelijk	2.75	1.5789473684210527	negative	neutral	1	1.7272727272727273	1.4545454545454546	2.309090909090909	2.909090909090909	1	Disgust	611
1552	GLOOMY	somber	2.625	1.631578947368421	negative	neutral	1.2222222222222223	1.4444444444444444	1.5555555555555556	4.222222222222222	1.4444444444444444	1.4444444444444444	Sadness	5524
1554	MAN	man	2.7857142857142856	3.3	positive	neutral	1.75	1.375	1	1	1	1.625	Happiness	156
1558	SIMILAR	vergelijkbaar	2.6666666666666665	3.0526315789473686	positive	neutral	1.6	1.0909090909090908	1.0909090909090908	1.0909090909090908	1	1.2727272727272727	Happiness	10549
156	RED	rood	3.0714285714285716	3	neutral	neutral	1.1818181818181819	1.5454545454545454	1.3636363636363635	1.1818181818181819	1.1818181818181819	1.1818181818181819	Anger	42
1560	FACE	gezicht	2.6875	3.4444444444444446	positive	neutral	2.111111111111111	1.3333333333333333	1.5555555555555556	1.4444444444444444	1.1111111111111112	1.6666666666666667	Happiness	469
1564	LAZY	lui	1.7058823529411764	2	negative	neutral	1.4545454545454546	1.6363636363636365	1.2727272727272727	2	1.8181818181818181	1	Sadness	1428
1566	GUN	pistool	3.8125	1.9444444444444444	negative	neutral	1	3.3777777777777778	3.9111111111111114	2.5999999999999996	2.3777777777777778	1.6666666666666667	Fear	2855
1567	DOOR	deur	2.4375	3	neutral	neutral	1.2	1.2	1.2	1.2	1.2	1.2	Joint	161
1569	CHEESE	kaas	2.588235294117647	3.3157894736842106	positive	neutral	1.5272727272727273	1	1	1	1.0909090909090908	1.0909090909090908	Happiness	423
1570	EQUAL	gelijk	2.642857142857143	3.4	positive	neutral	3.2222222222222223	1.2222222222222223	1.2222222222222223	1.1111111111111112	1.2222222222222223	1.6666666666666667	Happiness	1789
1571	SELL	verkopen	3.5	3.0555555555555554	positive	neutral	2.1799999999999997	1.08	1.08	1.44	1	1	Happiness	2753
1572	SURPRISED	verrast	4	3.6842105263157894	positive	valenced	2.2	1.28	1.3599999999999999	1.08	1.1	4.82	Surprise	3868
1574	FLOAT	drijven	2.625	3.1052631578947367	positive	neutral	1.78	1.1	1.4	1	1	1.26	Happiness	4837
1579	BE	bestaand	2.875	3.1052631578947367	positive	neutral	1.375	1.125	1.125	1.1428571428571428	1.125	1	Happiness	5289
1580	ONLY	enig	2.5625	3.3333333333333335	positive	neutral	1.6666666666666667	1.2222222222222223	1.4444444444444444	1.5555555555555556	1.2222222222222223	1.8888888888888888	Surprise	7646
1585	SLEEP	slapen	1.2666666666666666	3.8421052631578947	positive	valenced	2.5555555555555554	1.1111111111111112	1	1.1111111111111112	1	1	Happiness	14
1586	SMELL (PERCEIVE)	ruiken	3	3.1578947368421053	positive	neutral	1.7777777777777777	1.2222222222222223	1.4444444444444444	1.3333333333333333	1.8888888888888888	2	Surprise	552
1592	CHEST	borst	2.5625	3.6666666666666665	positive	valenced	1.5	1	1	1.2	1	1	Happiness	1129
1593	DEEP	diep	2.933333333333333	2.736842105263158	negative	neutral	1	1	1.6666666666666667	1.3333333333333333	1.1111111111111112	1.1111111111111112	Fear	550
1597	AIRPLANE	vliegtuig	3.375	3.3333333333333335	positive	neutral	2.9272727272727277	1.1636363636363638	2.2363636363636363	1.0727272727272728	1.0727272727272728	1.9454545454545453	Happiness	899
1601	WEAK	zwak	2.3125	1.8421052631578947	negative	neutral	1	1.75	2.125	2.857142857142857	1.25	1.25	Sadness	1613
1602	WAKE UP	opstaan	3.25	3	neutral	neutral	1.3636363636363635	1.1818181818181819	1	1.2545454545454546	1.3454545454545455	1.1818181818181819	Happiness	735
1607	HATE	haten	3.8666666666666667	1.3157894736842106	negative	valenced	1	4.545454545454546	2.5454545454545454	2	2.6363636363636362	1	Anger	3673
1608	LISTEN	luisteren	2.3125	3.7222222222222223	positive	valenced	2.111111111111111	1	1.3333333333333333	1.3333333333333333	1	1.3333333333333333	Happiness	302
1609	IDEA	idee	2.9285714285714284	3.9	positive	valenced	3.0285714285714285	1	1	1	1	2.457142857142857	Happiness	2261
1613	COLOR	kleur	2.8125	3.7222222222222223	positive	valenced	3.0545454545454547	1	1	1	1	1.1818181818181819	Happiness	144
1616	CLOTH	doek	2.5714285714285716	3	neutral	neutral	1.4285714285714286	1	1	1	1	1.342857142857143	Happiness	1171
1620	SON	zoon	2.642857142857143	3.7	positive	valenced	2.2	1.2	1.3	1.2	1.2	1.4	Happiness	619
1622	SHIRT	overhemd	2.764705882352941	3.1578947368421053	positive	neutral	1.5	1	1	1	1	1	Happiness	10943
1623	SPEAK	praten	3.25	3.2777777777777777	positive	neutral	2.111111111111111	1	1	1	1	1.2222222222222223	Happiness	210
1624	EMPTY	leeg	2.4705882352941178	2.3684210526315788	negative	neutral	1.1111111111111112	1.2222222222222223	1.2222222222222223	1.6888888888888889	1	1.1111111111111112	Sadness	284
1625	DEAD	dood	2.5	1.4444444444444444	negative	neutral	1	2.7818181818181817	4.0181818181818185	4.454545454545454	2.4727272727272727	1.9636363636363638	Sadness	1788
1627	CHAIN	ketting	2.75	3.111111111111111	positive	neutral	2.2363636363636363	1.1818181818181819	1.7090909090909092	1.0909090909090908	1.2727272727272727	1.1818181818181819	Happiness	1063
1628	SQUIRREL	eekhoorn	2.8125	3.473684210526316	positive	neutral	2.272727272727273	1	1.0909090909090908	1	1	1.1818181818181819	Happiness	1582
1629	EVENING	avond	2.125	3.388888888888889	positive	neutral	2.8181818181818183	1.0909090909090908	1.2727272727272727	1.3636363636363635	1	1.8181818181818181	Happiness	355
163	BLACK	zwart	2.933333333333333	3	neutral	neutral	1.1818181818181819	1.9090909090909092	1.7272727272727273	2.4545454545454546	1.4545454545454546	1	Sadness	126
1631	FAST	vlug	3.5714285714285716	3.2	positive	neutral	1.4545454545454546	1.1818181818181819	1.2727272727272727	1.0909090909090908	1.0909090909090908	1.7272727272727273	Surprise	232
1633	FLAT	plat	2.3125	2.611111111111111	negative	neutral	1	1	1.1142857142857143	1.542857142857143	1	1	Sadness	927
1634	HUNDRED	honderd	2.625	3.0526315789473686	positive	neutral	1.25	1.125	1.125	1.1428571428571428	1.125	1.125	Happiness	1893
1639	BEER	bier	2.75	3.6666666666666665	positive	valenced	1.8181818181818181	1.1818181818181819	1.0909090909090908	1.2727272727272727	1.7272727272727273	1	Happiness	3610
164	KANGAROO	kangoeroe	3.176470588235294	3.1052631578947367	positive	neutral	2.3	1.2	1.3	1.2	1.2	1.2	Happiness	3434
1641	SILK	zijde	2.8125	3.1578947368421053	positive	neutral	1.4	1	1	1	1	1	Happiness	12266
1645	SHORT	kort	2.7857142857142856	3	neutral	neutral	1.25	1	1.25	1.25	1.0833333333333333	1.4166666666666667	Surprise	608
1646	GIRL	meisje	2.857142857142857	3.526315789473684	positive	neutral	2.090909090909091	1.3636363636363635	1.5454545454545454	1.2727272727272727	1	1.0909090909090908	Happiness	39
1650	WATCH	horloge	2.625	3.1578947368421053	positive	neutral	1.4	1.2	1.2	1.2	1.2	1.4	Joint	1430
1653	BLIND	blind	2.6875	1.736842105263158	negative	neutral	1.0727272727272728	1.7090909090909092	2.963636363636364	3.0181818181818185	1.2545454545454546	1.1636363636363638	Sadness	2067
1654	LIGHTNING	bliksem	3.9411764705882355	2.263157894736842	negative	neutral	1.4363636363636365	1.3454545454545455	3.3454545454545452	1.5272727272727273	1.2545454545454546	2.4	Fear	1051
1659	DOLL	pop	2.6875	3.1578947368421053	positive	neutral	2.3636363636363638	1.1818181818181819	1.2727272727272727	1.1818181818181819	1.1818181818181819	1.1818181818181819	Happiness	34
1663	BED	bed	1.4	3.5789473684210527	positive	neutral	2.5636363636363635	1	1.0909090909090908	1	1	1	Happiness	25
1672	WRITE	schrijven	3	3.388888888888889	positive	neutral	2.111111111111111	1.2222222222222223	1.2222222222222223	1.4444444444444444	1.2222222222222223	1.5555555555555556	Happiness	810
1673	ARM	arm	2.533333333333333	2.1052631578947367	negative	neutral	1	1.2727272727272727	1.7272727272727273	2.3636363636363638	1.1818181818181819	1	Sadness	121
1689	SMOKE (INHALE)	roken	3.357142857142857	1.7	negative	neutral	1.2888888888888888	2.1555555555555554	1.9333333333333331	1.6888888888888889	3.5555555555555554	1	Disgust	5510
1702	HOLY	heilig	2.4705882352941178	3.526315789473684	positive	neutral	1.5090909090909093	1.1818181818181819	1.3636363636363635	1.4545454545454546	1.0909090909090908	1	Happiness	5226
1703	SIX	zes	2.7333333333333334	3.1578947368421053	positive	neutral	1.3636363636363635	1	1	1.0909090909090908	1	1.4545454545454546	Surprise	182
1704	SEVEN	zeven	2.8125	3.111111111111111	positive	neutral	1	1	1	1	1	1	Joint	205
1705	EIGHT	acht	2.7857142857142856	2.9473684210526314	negative	neutral	1	1	1	1	1	1	Joint	297
1706	ELEVEN	elf	2.9285714285714284	3.210526315789474	positive	neutral	2	1.0909090909090908	1.0909090909090908	1	1	1.2727272727272727	Happiness	925
1707	TWELVE	twaalf	2.6875	3.1052631578947367	positive	neutral	1	1	1	1	1	1	Joint	457
1708	THIRTEEN	dertien	2.857142857142857	2.85	negative	neutral	1.375	1.125	1.375	1.1428571428571428	1.125	1.5	Surprise	1151
1709	FIFTEEN	vijftien	2.7333333333333334	3.1052631578947367	positive	neutral	1.575	1	1	1	1	1.125	Happiness	1147
1710	TWENTY	twintig	2.6666666666666665	3.1578947368421053	positive	neutral	1.2222222222222223	1	1	1	1	1	Happiness	821
1713	EIGHTEEN	achttien	2.642857142857143	3.25	positive	neutral	2	1.2	1.2	1.2	1.2	1.6	Happiness	1308
1714	NINETEEN	negentien	2.75	3.1052631578947367	positive	neutral	1.781818181818182	1.0727272727272728	1.0727272727272728	1.0727272727272728	1.0727272727272728	1.0727272727272728	Happiness	1309
1715	THIRTY	dertig	2.8	3.1578947368421053	positive	neutral	1	1.0909090909090908	1.1818181818181819	1.2363636363636363	1	1	Sadness	1720
1716	FORTY	veertig	2.8125	3.0555555555555554	positive	neutral	1	1	1.2222222222222223	1.1111111111111112	1	1	Fear	2564
1717	FIFTY	vijftig	2.8125	2.8947368421052633	negative	neutral	1.8888888888888888	1.1111111111111112	1.2222222222222223	1.2222222222222223	1.1111111111111112	1.3333333333333333	Happiness	2203
1718	SIXTY	zestig	2.764705882352941	3.0526315789473686	positive	neutral	1.1	1	1.3	1.1	1	1.1	Fear	3075
1720	SIGN	gebaren	2.8125	3	neutral	neutral	1.5	1.5	1.4	1.2	1.2	1.5	Joint	4641
1721	SEVENTY	zeventig	2.6875	3.111111111111111	positive	neutral	1.4	1.2	1.5	1.3	1.3	1.3	Fear	2665
1722	EIGHTY	tachtig	2.75	3.0555555555555554	positive	neutral	1.625	1	1.125	1.5	1	1.375	Happiness	3002
1724	NINETY	negentig	2.8125	3	neutral	neutral	1.5	1	1	1.2	1	1.4	Happiness	3193
1725	CORRECT (RIGHT)	juist	2.5714285714285716	4.35	positive	valenced	2	1.125	1.25	1	1	1.5	Happiness	475
1726	WET	nat	2.875	2.736842105263158	negative	neutral	1.2	1.6	1.2	1.6	1.9	1.2	Disgust	216
1728	ROTTEN	rot	3.125	1.8421052631578947	negative	neutral	1.2	2.125	1.25	2.375	3.375	1.25	Disgust	2603
1730	CHEEK	wang	2.642857142857143	3.4	positive	neutral	2	1.0909090909090908	1	1	1	1.0909090909090908	Happiness	536
1733	RAINBOW	regenboog	2	4.111111111111111	positive	valenced	3.888888888888889	1.2222222222222223	1.2222222222222223	1.1111111111111112	1.1111111111111112	3.3333333333333335	Happiness	672
1735	TEAR (SHRED)	scheuren	3.8666666666666667	2.3157894736842106	negative	neutral	1.4444444444444444	2.3333333333333335	1.7777777777777777	2	1.5555555555555556	2.111111111111111	Anger	1906
174	PROUD	fier	3.1875	4.222222222222222	positive	valenced	3.5	1	1.375	1	1	1.625	Happiness	3240
1750	CHOOSE	kiezen	3.25	3.111111111111111	positive	neutral	1.9090909090909092	1.3636363636363635	2.0545454545454547	1.4545454545454546	1.1818181818181819	1.6909090909090911	Fear	973
1757	TIRED	moe	1.8235294117647058	2.1052631578947367	negative	neutral	1.3333333333333333	1.2222222222222223	1.2222222222222223	2.3333333333333335	1.2222222222222223	1.3333333333333333	Sadness	85
176	BLOW (WITH MOUTH)	blazen	3.375	2.9444444444444446	negative	neutral	1.4	1.1	1.1	1	1	1.3	Happiness	415
1771	TASTELESS	smaakloos	2.588235294117647	1.9473684210526316	negative	neutral	1	1.55	1	1.55	2.675	1.375	Disgust	8619
1775	TABLE	bureau	2.4705882352941178	2.9473684210526314	negative	neutral	1.3	1	1	1	1	1	Happiness	2027
178	RIPE	rijp	2.6666666666666665	3.6842105263157894	positive	valenced	1.4	1.3	1.3	1.5	1.6	1.3	Disgust	3230
1784	WANT	willen	3	3.5	positive	neutral	1.5	1.25	1.1666666666666667	1.25	1	1.4166666666666667	Happiness	167
1788	TELEVISION	televisie	2.8125	3.0526315789473686	positive	neutral	2.3	1.2	1.2	1.3	1.2	1.4	Happiness	51
1791	BUTTERFLY	vlinder	1.8571428571428572	3.6842105263157894	positive	valenced	3.575	1	1	1	1	1.25	Happiness	621
1798	GUNPOWDER	buskruit	3.75	2.1666666666666665	negative	neutral	1.125	2.125	2.5	1.5714285714285714	1.625	1.375	Fear	12527
1803	WOOD	hout	2.5	3.2222222222222223	positive	neutral	1.5	1	1	1	1	1	Happiness	669
1804	BOMB	bom	3.857142857142857	1.4	negative	neutral	1	3.3636363636363638	4	3	2.5454545454545454	2.272727272727273	Fear	3061
1807	AFTERNOON	middag	2.6875	3.1052631578947367	positive	neutral	1.3	1	1	1	1	1	Happiness	675
1813	TASTY	smakelijk	2.533333333333333	4	positive	valenced	2.963636363636364	1	1	1	1	1.5454545454545454	Happiness	1153
1814	ACCUSE	beschuldigen	3.823529411764706	1.736842105263158	negative	neutral	1	3.45	2.7	2.2	2.2	1.95	Anger	9646
1819	LOOK	kijken	2.7857142857142856	3.3	positive	neutral	1.4444444444444444	1.1111111111111112	1	1	1.1111111111111112	1.2222222222222223	Happiness	168
1820	BEAR	beer	3.25	3.0526315789473686	positive	neutral	1.95	1.25	2.125	1	1	1.875	Fear	104
1821	BRUSH	borstel	2.466666666666667	3.0526315789473686	positive	neutral	1.4	1	1	1	1.4	1	Joint	641
1824	DEXTEROUS	handig	2.857142857142857	4	positive	valenced	2.1	1	1	1	1	1.6	Happiness	4114
1826	ANGRY	boos	3.8125	1.631578947368421	negative	neutral	1	4.363636363636363	1.2545454545454546	1.5272727272727273	1.2727272727272727	1.1818181818181819	Anger	238
1829	JUMP	springen	3.5714285714285716	3.3	positive	neutral	3.3333333333333335	1.3333333333333333	1.5555555555555556	1	1.1111111111111112	1.8888888888888888	Happiness	215
1831	MEET	ontmoeten	3.466666666666667	3.6315789473684212	positive	valenced	2.9	1	1.3	1	1	2.2	Happiness	6079
1839	CRY	huilen	3.3529411764705883	1.6842105263157894	negative	neutral	1.2222222222222223	1.9555555555555557	2.111111111111111	4.555555555555555	1.3333333333333333	1.2222222222222223	Sadness	147
1840	BUILD	metselen	3.8125	2.888888888888889	negative	neutral	1.3	1.125	1	1	1.125	1.2857142857142858	Happiness	7386
1843	THOUSAND	duizend	3.411764705882353	3.0526315789473686	positive	neutral	1.1818181818181819	1	1	1	1	1	Happiness	3562
1844	BOAT	boot	2.823529411764706	3	neutral	neutral	1.7	1.1	1.3	1.1	1	1.1	Happiness	181
1845	BALL	bal	3	3.45	positive	neutral	2	1	1	1	1	1.7777777777777777	Happiness	16
1847	SICK	ziek	2.8823529411764706	1.4210526315789473	negative	neutral	1	1.7	2	3.5	2.3	1.4	Sadness	254
1849	ROW	roeien	3.75	3.1052631578947367	positive	neutral	2	1	1	1	1	1	Happiness	4989
185	FIREPLACE	openhaard	1.9411764705882353	3.4210526315789473	positive	neutral	2.711111111111111	1	1.1777777777777778	1	1	1	Happiness	4662
1850	COTTON	katoen	2.466666666666667	3.0526315789473686	positive	neutral	1.8727272727272728	1.0727272727272728	1.0727272727272728	1.0727272727272728	1.0727272727272728	1.0727272727272728	Happiness	9619
1856	SOFT	zacht	1.6428571428571428	4.105263157894737	positive	valenced	2.95	1	1.125	1.25	1	1.2	Happiness	239
1857	CROCODILE	krokodil	3.4375	2.789473684210526	negative	neutral	1.3333333333333333	1.1666666666666667	2.75	1	1	1.5833333333333333	Fear	664
1861	ACTIVE	actief	3.9285714285714284	4.1	positive	valenced	2.963636363636364	1	1	1	1	1.5454545454545454	Happiness	3365
1862	DONKEY	ezel	3	2.6842105263157894	negative	neutral	1.6363636363636365	1.8181818181818181	1	1.0909090909090908	1.1818181818181819	1.1818181818181819	Anger	830
1864	HUNGER	honger	3.25	2.388888888888889	negative	neutral	1.2727272727272727	2.1454545454545455	1.5454545454545454	2.2363636363636363	1.2727272727272727	1	Sadness	88
1867	COIN	munt	2.5625	3.3333333333333335	positive	neutral	1.6666666666666667	1	1	1	1	1	Happiness	2156
1868	VISIBLE	zichtbaar	2.875	3.5	positive	neutral	1.3333333333333333	1.0833333333333333	1.0833333333333333	1.1666666666666667	1	1.1666666666666667	Happiness	6693
1869	BUY	kopen	3.125	3.3157894736842106	positive	neutral	2	1.1818181818181819	1.1818181818181819	1.3636363636363635	1	1.1818181818181819	Happiness	1426
1870	ANCHOR	anker	2.5625	3.111111111111111	positive	neutral	1.3	1.2	1.3	1.2	1.2	1.2	Joint	4523
1879	DANCE	dansen	3.875	4	positive	valenced	4.3	1.1	1.1	1	1.1	1.5	Happiness	394
1881	ENOUGH	genoeg	2.6875	2.8947368421052633	negative	neutral	1.6666666666666667	1.8888888888888888	1.2222222222222223	1.1111111111111112	1.2222222222222223	1.2222222222222223	Anger	834
1884	HARD	hard	3.0625	2.526315789473684	negative	neutral	1.2	1.9	1.8	1.4	1.4	1.5	Anger	782
1887	CHEAP	goedkoop	2.8125	3.473684210526316	positive	neutral	2.6363636363636362	1.1818181818181819	1	1	1.3636363636363635	1.9090909090909092	Happiness	3567
1894	ASHAMED	schamen	2.8125	2	negative	neutral	1	1.2222222222222223	2.2222222222222223	2.5555555555555554	1.6666666666666667	1.1111111111111112	Sadness	3964
1895	CLOTHES	kleren	2.7058823529411766	3.473684210526316	positive	neutral	2.1	1.5	1.2	1.5	1.5	1.3	Happiness	142
1898	SPECTACLES	bril	2.625	2.9473684210526314	negative	neutral	1.7777777777777777	1.1111111111111112	1.1111111111111112	1.2222222222222223	1.1111111111111112	1.2222222222222223	Happiness	638
